composer,era
Roland Marais,late baroque
Wilhelm Hieronymus Pachelbel,late baroque
Domenico Scarlatti,late baroque
Pietro Giuseppe Gaetano Boni,late baroque
Jean-Joseph Fiocco,late baroque
Benedetto Marcello,late baroque
Nicola Porpora,late baroque
Giovanni Battista Somis,late baroque
Johann Adam Birkenstock,late baroque
Henry Carey,late baroque
Willem de Fesch,late baroque
Johann Ernst Galliard,late baroque
Francesco Geminiani,late baroque
Johann Georg Pisendel,late baroque
Jean Baptiste Senaillé,late baroque
Sylvius Leopold Weiss,late baroque
Michele Falco,late baroque
Johann Friedrich Fasch,late baroque
Jacob Klein,late baroque
Jean-Baptiste Loeillet de Ghent,late baroque
Thomas Roseingrave,late baroque
Domenico Zipoli,late baroque
Jacques Aubert,late baroque
William Babell,late baroque
Joseph Bodin de Boismortier,late baroque
Jan Josef Ignác Brentner,late baroque
Pietro Gnocchi,late baroque
Jean-Baptiste Quentin?,late baroque
Francesco Barsanti,late baroque
Jean Daniel Braun?,late baroque
Giuseppe Antonio Brescianello,late baroque
Pierre-Gabriel Buffardin,late baroque
Fortunato Chelleri,late baroque
François Colin de Blamont,late baroque
Giovanni Antonio Giai or Giay  Giaj,late baroque
Johann Tobias Krebs,late baroque
Gottlieb Muffat,late baroque
Jacques-Christophe Naudot,late baroque
Charles Theodore Pachelbel,late baroque
Manuel José de Quirós,late baroque
Gottfried Heinrich Stölzel,late baroque
Francesco Maria Veracini,late baroque
Leonardo Vinci,late baroque
Robert Woodcock,late baroque
Francesco Feo,late baroque
Jan Francisci,late baroque
Conrad Friedrich Hurlebusch,late baroque
Geminiano Giacomelli or Jacomelli,late baroque
Antonio Palella,late baroque
Giovanni Alberto Ristori,late baroque
Giuseppe Tartini,late baroque
Unico Wilhelm van Wassenaer,late baroque
Laurent Belissen,late baroque
Šimon Brixi,late baroque
Gregor Joseph Werner,late baroque
Louis-Claude Daquin,late baroque
Johann Samuel Endler?,late baroque
Pierre-Claude Foucquet,late baroque
Leonardo Leo,late baroque
Antonín Reichenauer,late baroque
Johan Helmich Roman,late baroque
Johann Lorenz Bach,late baroque
Pietro Locatelli,late baroque
Marie-Anne-Catherine Quinault,late baroque
Giuseppe Sammartini,late baroque
Ernst Gottlieb Baron,late baroque
Pierre Février,late baroque
Jean-Philippe Borbollono?,late baroque
Maurice Greene,late baroque
Johann Melchior Molter,late baroque
Johann Caspar Vogler,late baroque
Andrea Zani,late baroque
Josse Boutmy,late baroque
Cornelius Heinrich Dretzel,late baroque
Adam Falckenhagen,late baroque
Johann Christian Hertel,late baroque
Jean-Marie Leclair l'aîné,late baroque
Giuseppe de Majo,late baroque
Giovanni Benedetto Platti,late baroque
Johann Pfeiffer,late baroque
Johann Joachim Quantz,late baroque
Francesco Antonio Vallotti,late baroque
Pietro Auletta,late baroque
Antonio Bioni,late baroque
Riccardo Broschi,late baroque
François Francoeur,late baroque
František Jiránek,late baroque
Nicola Bonifacio Logroscino,late baroque
Gaetano Maria Schiassi?,late baroque
Jean-Baptiste Forqueray le fils,late baroque
Joseph Gibbs,late baroque
Johann Adolph Hasse,late baroque
Juan Francés de Iribarren,late baroque
Jan Zach,late baroque
Ignazio Pollice or Pulici,late baroque
John Baston,late baroque
Charles Bâton?,late baroque
Domenico Della Bella,late baroque
Michielina Della Pietà,late baroque
Charles Dollé,late baroque
Giovanni Giorgi,late baroque
Caterina Benedicta Grazianini,late baroque
Maria Margherita Grimani,late baroque
Benoit Guillemant,late baroque
Richard Jones,late baroque
Gottfried Lindemann,late baroque
Le Sieur de Machy,late baroque
Jacques Morel,late baroque
Antonio Orefice?,late baroque
Mrs Philarmonica,late baroque
Julie Pinel,late baroque
Marieta Morosina Priuli,late baroque
Camilla de Rossi,late baroque
Giovanni Zamboni,late baroque
Romano Antonio Piacentino,late baroque
João Rodrigues Esteves,transition from baroque to classical
Johann Ernst Eberlin,transition from baroque to classical
Pierre Février,transition from baroque to classical
Georg Philipp Telemann,transition from baroque to classical
Michel Corrette,transition from baroque to classical
Giovanni Porta,transition from baroque to classical
0,transition from baroque to classical
Pancrace Royer,transition from baroque to classical
Johann Christoph Pepusch,transition from baroque to classical
Pierre van Maldere,transition from baroque to classical
Jean-Philippe Rameau,transition from baroque to classical
195,transition from baroque to classical
Christoph Willibald Gluck,transition from baroque to classical
Jean-Baptiste Stuck,transition from baroque to classical
199,transition from baroque to classical
198,transition from baroque to classical
Charles Avison,transition from baroque to classical
Nicola Fiorenza,transition from baroque to classical
197,transition from baroque to classical
196,transition from baroque to classical
191,transition from baroque to classical
190,transition from baroque to classical
193,transition from baroque to classical
192,transition from baroque to classical
194,transition from baroque to classical
Michele Mascitti,transition from baroque to classical
Ernst Gottlieb Baron,transition from baroque to classical
Cornelius Heinrich Dretzel,transition from baroque to classical
Johann Mattheson,transition from baroque to classical
Pierre-Gabriel Buffardin,transition from baroque to classical
Johan Helmich Roman,transition from baroque to classical
Francesco Antonio Vallotti,transition from baroque to classical
Francesco Maria Veracini,transition from baroque to classical
Johann Adolph Scheibe,transition from baroque to classical
Carlo Zuccari,transition from baroque to classical
Nicola Bonifacio Logroscino,transition from baroque to classical
Giuseppe Matteo Alberti,transition from baroque to classical
Giovanni Battista Pergolesi,transition from baroque to classical
108,transition from baroque to classical
109,transition from baroque to classical
102,transition from baroque to classical
103,transition from baroque to classical
100,transition from baroque to classical
101,transition from baroque to classical
106,transition from baroque to classical
107,transition from baroque to classical
104,transition from baroque to classical
105,transition from baroque to classical
39,transition from baroque to classical
38,transition from baroque to classical
Johann Caspar Vogler,transition from baroque to classical
33,transition from baroque to classical
32,transition from baroque to classical
31,transition from baroque to classical
30,transition from baroque to classical
37,transition from baroque to classical
36,transition from baroque to classical
35,transition from baroque to classical
34,transition from baroque to classical
Ignacio de Jerusalem y Stella,transition from baroque to classical
Johann Samuel Endler,transition from baroque to classical
composer,transition from baroque to classical
Giovanni Battista Martini or Padre Martini,transition from baroque to classical
Johann Theodor Roemhildt,transition from baroque to classical
Giovanni Battista Pescetti,transition from baroque to classical
Jean-Baptiste Masse,transition from baroque to classical
Václav Jan Kopřiva known as Urtica,transition from baroque to classical
Giacobbe Cervetto,transition from baroque to classical
Manuel de Zumaya,transition from baroque to classical
6,transition from baroque to classical
Johann Joachim Quantz,transition from baroque to classical
99,transition from baroque to classical
98,transition from baroque to classical
91,transition from baroque to classical
90,transition from baroque to classical
93,transition from baroque to classical
92,transition from baroque to classical
95,transition from baroque to classical
94,transition from baroque to classical
97,transition from baroque to classical
96,transition from baroque to classical
John Stanley,transition from baroque to classical
Gaetano Maria Schiassi?,transition from baroque to classical
Louis-Antoine Dornel,transition from baroque to classical
1,transition from baroque to classical
Élisabeth de Haulteterre,transition from baroque to classical
146,transition from baroque to classical
147,transition from baroque to classical
144,transition from baroque to classical
145,transition from baroque to classical
142,transition from baroque to classical
143,transition from baroque to classical
140,transition from baroque to classical
141,transition from baroque to classical
148,transition from baroque to classical
149,transition from baroque to classical
John Alcock,transition from baroque to classical
Nicolas Chédeville,transition from baroque to classical
Carlos Seixas,transition from baroque to classical
Davide Perez,transition from baroque to classical
Rosanna Scalfi Marcello,transition from baroque to classical
133,transition from baroque to classical
132,transition from baroque to classical
131,transition from baroque to classical
130,transition from baroque to classical
137,transition from baroque to classical
136,transition from baroque to classical
135,transition from baroque to classical
134,transition from baroque to classical
Baldassare Galuppi,transition from baroque to classical
Johann Nicolaus Bach,transition from baroque to classical
138,transition from baroque to classical
António Teixeira,transition from baroque to classical
24,transition from baroque to classical
25,transition from baroque to classical
Giovanni Battista Sammartini,transition from baroque to classical
27,transition from baroque to classical
Georg Caspar Schürmann,transition from baroque to classical
21,transition from baroque to classical
22,transition from baroque to classical
23,transition from baroque to classical
28,transition from baroque to classical
29,transition from baroque to classical
Johann Baptist Georg Neruda,transition from baroque to classical
Richard Leveridge,transition from baroque to classical
Santa della Pietà,transition from baroque to classical
nasconi,transition from baroque to classical
Maurice Greene,transition from baroque to classical
Johann Christian Hertel,transition from baroque to classical
Jean-Noël Hamal,transition from baroque to classical
Manuel José de Quirós,transition from baroque to classical
Louis de Caix d'Hervelois,transition from baroque to classical
Francesco Durante,transition from baroque to classical
88,transition from baroque to classical
89,transition from baroque to classical
Francesco Feo,transition from baroque to classical
Gaetano Latilla,transition from baroque to classical
82,transition from baroque to classical
83,transition from baroque to classical
80,transition from baroque to classical
81,transition from baroque to classical
86,transition from baroque to classical
87,transition from baroque to classical
Johann Pfeiffer,transition from baroque to classical
85,transition from baroque to classical
Marie-Anne-Catherine Quinault,transition from baroque to classical
Adam Falckenhagen,transition from baroque to classical
Giuseppe Maria Orlandini,transition from baroque to classical
172,transition from baroque to classical
7,transition from baroque to classical
François Francoeur,transition from baroque to classical
Johann Georg Pisendel,transition from baroque to classical
Pietro Auletta,transition from baroque to classical
Antonio Palella,transition from baroque to classical
Giacomo Facco,transition from baroque to classical
James Oswald,transition from baroque to classical
Joseph-Hector Fiocco,transition from baroque to classical
Giovanni Battista Somis,transition from baroque to classical
Conrad Friedrich Hurlebusch,transition from baroque to classical
Mlle Guédon de Presles,transition from baroque to classical
Johann Ludwig Krebs,transition from baroque to classical
Sebastian Bodinus,transition from baroque to classical
179,transition from baroque to classical
178,transition from baroque to classical
177,transition from baroque to classical
176,transition from baroque to classical
175,transition from baroque to classical
174,transition from baroque to classical
173,transition from baroque to classical
Paolo Benedetto Bellinzani,transition from baroque to classical
171,transition from baroque to classical
170,transition from baroque to classical
Jean-Baptiste Forqueray le fils,transition from baroque to classical
Johann Nicolaus Mempel,transition from baroque to classical
182,transition from baroque to classical
183,transition from baroque to classical
180,transition from baroque to classical
2,transition from baroque to classical
186,transition from baroque to classical
187,transition from baroque to classical
184,transition from baroque to classical
185,transition from baroque to classical
188,transition from baroque to classical
189,transition from baroque to classical
Jean Barrière,transition from baroque to classical
François Colin de Blamont,transition from baroque to classical
Joseph Gibbs,transition from baroque to classical
Jan Francisci,transition from baroque to classical
Georg Reutter,transition from baroque to classical
Jan Zach,transition from baroque to classical
Alessandro Besozzi,transition from baroque to classical
10,transition from baroque to classical
13,transition from baroque to classical
12,transition from baroque to classical
15,transition from baroque to classical
14,transition from baroque to classical
17,transition from baroque to classical
16,transition from baroque to classical
Giovanni Antonio Piani?,transition from baroque to classical
18,transition from baroque to classical
François Bouvard,transition from baroque to classical
František Tůma,transition from baroque to classical
Jean-Marie Leclair l'aîné,transition from baroque to classical
François d'Agincourt,transition from baroque to classical
Domenico Scarlatti,transition from baroque to classical
William Hayes,transition from baroque to classical
José de Nebra,transition from baroque to classical
Giacomo Puccini,transition from baroque to classical
Francesco Geminiani,transition from baroque to classical
Capel Bond,transition from baroque to classical
Thomas Roseingrave,transition from baroque to classical
203,transition from baroque to classical
202,transition from baroque to classical
205,transition from baroque to classical
204,transition from baroque to classical
206,transition from baroque to classical
77,transition from baroque to classical
76,transition from baroque to classical
75,transition from baroque to classical
74,transition from baroque to classical
73,transition from baroque to classical
72,transition from baroque to classical
71,transition from baroque to classical
70,transition from baroque to classical
79,transition from baroque to classical
78,transition from baroque to classical
Andrea Ber,transition from baroque to classical
Felix Benda,transition from baroque to classical
John Frederick Lampe,transition from baroque to classical
Giovanni Antonio Giai or Giay  Giaj,transition from baroque to classical
Pieter Hellendaal,transition from baroque to classical
Carlo Cecere,transition from baroque to classical
Christoph Schaffrath,transition from baroque to classical
Johann Adolf Hasse,transition from baroque to classical
8,transition from baroque to classical
François Rebel,transition from baroque to classical
Azzolino della Ciaja or della Ciaia or della Araja,transition from baroque to classical
11,transition from baroque to classical
120,transition from baroque to classical
121,transition from baroque to classical
122,transition from baroque to classical
123,transition from baroque to classical
124,transition from baroque to classical
125,transition from baroque to classical
126,transition from baroque to classical
127,transition from baroque to classical
128,transition from baroque to classical
129,transition from baroque to classical
Johann Friedrich Fasch,transition from baroque to classical
Francisco António de Almeida,transition from baroque to classical
Josse Boutmy,transition from baroque to classical
Michel Blavet,transition from baroque to classical
19,transition from baroque to classical
Willem de Fesch,transition from baroque to classical
Joseph Bodin de Boismortier,transition from baroque to classical
